dataset,student,method,regime,balanced_accuracy_percent,split_sd_percentage_points,accuracy_percent,macro_f1,log_loss
wine,logistic,ctgan,synthetic_only,92.6543209876543,2.1937476103601004,91.85185185185185,0.9220955937582271,0.30878405673897835
wine,logistic,ctgan_one_mode,augment,98.54938271604938,1.297398120801459,98.51851851851853,0.9851862759615336,0.12956157127553236
wine,logistic,ctgan_one_mode,synthetic_only,90.98765432098766,1.0651502423911952,90.37037037037035,0.9068054024298284,0.2144093744113124
wine,logistic,ctgan_unpacked,augment,98.76543209876543,1.069167165165975,98.51851851851853,0.9859588566609441,0.09153047994158808
wine,logistic,ctgan_unpacked,synthetic_only,95.49382716049382,1.9801253002895591,94.81481481481481,0.9505321757418859,0.13727117580035045
wine,logistic,ddpm,augment,99.07407407407408,0.9259259259259245,98.88888888888889,0.9898617511520738,0.09382421224432468
wine,logistic,ddpm,synthetic_only,98.61111111111111,0.46296296296295947,98.51851851851853,0.9859447907133742,0.1002171429343518
wine,logistic,ddpm_standardized,augment,99.07407407407408,0.9259259259259245,98.88888888888889,0.9898617511520738,0.09594738141687607
wine,logistic,ddpm_standardized,synthetic_only,99.07407407407408,0.9259259259259245,98.88888888888889,0.9898617511520738,0.10198803418294987
wine,logistic,ddpm_unconditional,augment,92.28395061728395,5.223349409916056,92.22222222222221,0.9236618050136292,0.4694076655969486
wine,logistic,ddpm_unconditional,synthetic_only,36.635802469135804,5.142293944746319,39.62962962962963,0.3431561322941403,1.0799244177348641
wine,logistic,mixture_support,augment,97.77777777777777,1.335389361282964,97.40740740740742,0.9758014502687505,0.11204048309020587
wine,logistic,mixture_support,synthetic_only,96.17283950617285,2.381148336047645,95.55555555555556,0.9573955141042756,0.13661841240920594
wine,logistic,mixture_uniform,augment,97.8395061728395,1.4143752144925446,97.40740740740742,0.9758392442998706,0.1262884043082472
wine,logistic,mixture_uniform,synthetic_only,96.23456790123456,2.5548397637746723,95.55555555555557,0.9585436753842825,0.16430464924227575
wine,logistic,mixture_utility,augment,97.1604938271605,0.8350462505227607,96.66666666666667,0.9690612541903191,0.1289032084677647
wine,logistic,mixture_utility,synthetic_only,95.77160493827161,0.47514828143026333,95.18518518518518,0.9549851388106809,0.17476704207248162
wine,logistic,mixture_utility_support,augment,98.4567901234568,1.4143752144925434,98.14814814814815,0.9831215550736424,0.10723287078570017
wine,logistic,mixture_utility_support,synthetic_only,97.06790123456791,2.7127154060566228,96.66666666666669,0.9684672157357991,0.12221981040965595
wine,logistic,real_only,real_only,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.09492626239148949
wine,logistic,smote,augment,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.09752986833672767
wine,logistic,smote,synthetic_only,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.11018035387587478
wine,logistic,tvae,augment,98.76543209876543,0.5345835825829828,98.51851851851853,0.9864823348694317,0.1218390789967223
wine,logistic,tvae,synthetic_only,95.55555555555556,0.6676946806414843,94.81481481481481,0.9497768802490825,0.17415894649673927
wine,mlp,bootstrap,augment,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.06547141664456846
wine,mlp,bootstrap,synthetic_only,98.91975308641975,0.9637342590120964,98.70370370370371,0.9881720430107528,0.06491355157962672
wine,mlp,copula,augment,97.80864197530865,1.5777009776706226,97.5925925925926,0.9775009664438231,0.10510694825324453
wine,mlp,copula,synthetic_only,97.53086419753086,2.330195813355174,97.22222222222223,0.9741752225455612,0.1327891500668942
wine,mlp,ctgan,augment,95.4320987654321,4.082832896743915,94.81481481481482,0.951636770688372,0.20666371052651988
wine,mlp,ctgan,synthetic_only,89.6604938271605,0.949168167572945,88.7037037037037,0.8921958433184524,0.5365265026007018
wine,mlp,ctgan_one_mode,augment,96.23456790123456,3.3401850020910318,95.92592592592592,0.9598344987641759,0.1057301810446658
wine,mlp,ctgan_one_mode,synthetic_only,90.0,1.7148388127270524,89.62962962962963,0.8954342395877465,0.33046069501532443
wine,mlp,ctgan_unpacked,augment,97.62345679012347,1.1577160082414208,97.22222222222223,0.973604168054865,0.06673391811214763
wine,mlp,ctgan_unpacked,synthetic_only,94.78395061728394,3.3542723679550877,93.8888888888889,0.9409447163938948,0.1680293738984183
wine,mlp,ddpm,augment,98.36419753086419,1.4532416502461174,98.14814814814815,0.9819485268756791,0.08012147697229177
wine,mlp,ddpm,synthetic_only,97.62345679012347,1.1577160082414184,97.22222222222223,0.973585211464909,0.09983527605778607
wine,mlp,ddpm_standardized,augment,98.67283950617283,1.1577160082414208,98.51851851851853,0.9864256438227518,0.06923700080768118
wine,mlp,ddpm_standardized,synthetic_only,97.90123456790121,1.0199204717196462,97.5925925925926,0.9772397628120763,0.09428352436277408
wine,mlp,ddpm_unconditional,augment,85.32407407407408,8.981004187394175,85.74074074074075,0.8570241261874026,0.4584365801009979
wine,mlp,ddpm_unconditional,synthetic_only,41.49691358024691,12.385131791115931,42.96296296296296,0.40510499617232515,1.2689048143046853
wine,mlp,mixture_support,augment,96.4506172839506,0.7010997957778167,95.92592592592592,0.9612505726786574,0.12649713084522388
wine,mlp,mixture_support,synthetic_only,94.89197530864199,1.6961975684245654,94.07407407407406,0.943465351725251,0.1752807340565027
wine,mlp,mixture_uniform,augment,96.26543209876543,1.2434096962026975,95.55555555555556,0.9581407278679576,0.13842007591633773
wine,mlp,mixture_uniform,synthetic_only,94.61419753086419,2.7075748120037564,94.07407407407406,0.9438076626638239,0.2057707808608463
wine,mlp,mixture_utility,augment,94.75308641975309,1.2434096962026908,94.07407407407408,0.9442937980250633,0.16626578135768214
wine,mlp,mixture_utility,synthetic_only,94.19753086419753,1.4174027781734635,93.33333333333333,0.9367531900310241,0.25933369180716276
wine,mlp,mixture_utility_support,augment,96.26543209876543,1.8386877788403038,95.74074074074076,0.9603813582610558,0.1068966486639455
wine,mlp,mixture_utility_support,synthetic_only,95.32407407407408,1.348963174475333,94.81481481481481,0.951101072173273,0.1295749702566751
wine,mlp,real_only,real_only,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.06866294260543092
wine,mlp,smote,augment,98.76543209876543,1.069167165165972,98.51851851851853,0.9864823348694317,0.07620423876242118
wine,mlp,smote,synthetic_only,98.61111111111111,1.2248848662336058,98.33333333333334,0.9845308876238668,0.09167872932808636
wine,mlp,tvae,augment,95.74074074074073,2.557634688320949,95.18518518518519,0.9533070499863668,0.12726856392612385
wine,mlp,tvae,synthetic_only,92.76234567901234,2.091205975640851,91.85185185185185,0.9218141933309254,0.269745703331237
