dataset,split_seed,generation_seed,student,student_seed,method,regime,selected_by_development,balanced_accuracy,accuracy,macro_f1,log_loss
wine,17,101,mlp,7,ddpm,synthetic_only,False,1.0,1.0,1.0,0.010005551359312602
wine,17,101,mlp,11,ddpm,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.040417462422219344
wine,17,101,logistic,,ddpm,synthetic_only,False,1.0,1.0,1.0,0.0516117174774406
wine,17,101,mlp,7,ddpm,augment,False,1.0,1.0,1.0,0.004774784658778851
wine,17,101,mlp,11,ddpm,augment,False,1.0,1.0,1.0,0.021330316326292807
wine,17,101,logistic,,ddpm,augment,False,1.0,1.0,1.0,0.049043788532599615
wine,17,101,mlp,7,ctgan_unpacked,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.021323529255996978
wine,17,101,mlp,11,ctgan_unpacked,synthetic_only,False,1.0,1.0,1.0,0.010121310436454993
wine,17,101,logistic,,ctgan_unpacked,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.0704838517442261
wine,17,101,mlp,7,ctgan_unpacked,augment,False,1.0,1.0,1.0,0.007526148985463599
wine,17,101,mlp,11,ctgan_unpacked,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.020327142312074477
wine,17,101,logistic,,ctgan_unpacked,augment,False,1.0,1.0,1.0,0.049720652116753326
wine,17,101,mlp,7,ctgan_one_mode,synthetic_only,False,0.8888888888888888,0.9111111111111111,0.9,0.2573284594615753
wine,17,101,mlp,11,ctgan_one_mode,synthetic_only,False,0.8666666666666667,0.8888888888888888,0.881188673955705,0.3514184875290809
wine,17,101,logistic,,ctgan_one_mode,synthetic_only,False,0.8722222222222222,0.8888888888888888,0.8879210220673636,0.1858503016220872
wine,17,101,mlp,7,ctgan_one_mode,augment,False,1.0,1.0,1.0,0.03038941450524901
wine,17,101,mlp,11,ctgan_one_mode,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.05407057435140328
wine,17,101,logistic,,ctgan_one_mode,augment,False,1.0,1.0,1.0,0.08890123382718208
wine,17,101,mlp,7,ddpm_unconditional,synthetic_only,False,0.3611111111111111,0.37777777777777777,0.37148156502995217,1.04461799752562
wine,17,101,mlp,11,ddpm_unconditional,synthetic_only,False,0.46851851851851856,0.4888888888888889,0.45638130547129535,1.034229091228054
wine,17,101,logistic,,ddpm_unconditional,synthetic_only,False,0.38518518518518513,0.4,0.38257917932714686,1.0742684246253302
wine,17,101,mlp,7,ddpm_unconditional,augment,False,0.8592592592592593,0.8444444444444444,0.8433908045977011,0.5574223672858172
wine,17,101,mlp,11,ddpm_unconditional,augment,False,0.9074074074074074,0.9111111111111111,0.9074074074074074,0.36748285309550877
wine,17,101,logistic,,ddpm_unconditional,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.44361397369811073
wine,17,101,mlp,7,ddpm_standardized,synthetic_only,False,1.0,1.0,1.0,0.0126123490650389
wine,17,101,mlp,11,ddpm_standardized,synthetic_only,False,1.0,1.0,1.0,0.017294021247848228
wine,17,101,logistic,,ddpm_standardized,synthetic_only,False,1.0,1.0,1.0,0.054433509601544285
wine,17,101,mlp,7,ddpm_standardized,augment,True,1.0,1.0,1.0,0.003667616938609247
wine,17,101,mlp,11,ddpm_standardized,augment,True,1.0,1.0,1.0,0.007051592903422534
wine,17,101,logistic,,ddpm_standardized,augment,True,1.0,1.0,1.0,0.05197913372177385
wine,17,101,mlp,7,mixture_uniform,synthetic_only,False,0.9166666666666666,0.9111111111111111,0.9159885297992716,0.2688355122713123
wine,17,101,mlp,11,mixture_uniform,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.27718996590565326
wine,17,101,logistic,,mixture_uniform,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.1520137516831825
wine,17,101,mlp,7,mixture_uniform,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.16449040140920043
wine,17,101,mlp,11,mixture_uniform,augment,False,0.9444444444444445,0.9333333333333333,0.9393939393939394,0.22411376152211326
wine,17,101,logistic,,mixture_uniform,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.09799742938795178
wine,17,101,mlp,7,mixture_utility,synthetic_only,False,0.9351851851851851,0.9333333333333333,0.9355963729365264,0.7344476077848134
wine,17,101,mlp,11,mixture_utility,synthetic_only,False,0.9351851851851851,0.9333333333333333,0.9355963729365264,0.5522324129869881
wine,17,101,logistic,,mixture_utility,synthetic_only,False,0.9351851851851851,0.9333333333333333,0.9355963729365264,0.21083100928633272
wine,17,101,mlp,7,mixture_utility,augment,False,0.9166666666666666,0.9111111111111111,0.9159885297992716,0.26703964583998235
wine,17,101,mlp,11,mixture_utility,augment,False,0.9351851851851851,0.9333333333333333,0.9355963729365264,0.22083766013870318
wine,17,101,logistic,,mixture_utility,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.09233532367108697
wine,17,101,mlp,7,mixture_support,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.9393939393939394,0.11542253131473254
wine,17,101,mlp,11,mixture_support,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.9393939393939394,0.08783550135060685
wine,17,101,logistic,,mixture_support,synthetic_only,False,1.0,1.0,1.0,0.09658725626837036
wine,17,101,mlp,7,mixture_support,augment,False,0.9407407407407407,0.9333333333333333,0.9391705069124424,0.08907167054466299
wine,17,101,mlp,11,mixture_support,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.05652286268703161
wine,17,101,logistic,,mixture_support,augment,False,1.0,1.0,1.0,0.07052644105365659
wine,17,101,mlp,7,mixture_utility_support,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.16024912850343218
wine,17,101,mlp,11,mixture_utility_support,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.09359857023988626
wine,17,101,logistic,,mixture_utility_support,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.07627670282839775
wine,17,101,mlp,7,mixture_utility_support,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.09236108316488886
wine,17,101,mlp,11,mixture_utility_support,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.060307712000764076
wine,17,101,logistic,,mixture_utility_support,augment,False,1.0,1.0,1.0,0.06089127977041539
wine,17,202,mlp,7,real_only,real_only,False,1.0,1.0,1.0,0.003487730231386859
wine,17,202,mlp,11,real_only,real_only,False,1.0,1.0,1.0,0.008155229852033269
wine,17,202,logistic,,real_only,real_only,False,1.0,1.0,1.0,0.04952527609014924
wine,17,202,mlp,7,bootstrap,synthetic_only,False,1.0,1.0,1.0,0.002891397923523841
wine,17,202,mlp,11,bootstrap,synthetic_only,False,1.0,1.0,1.0,0.007199393054017753
wine,17,202,logistic,,bootstrap,synthetic_only,False,1.0,1.0,1.0,0.04698463766118323
wine,17,202,mlp,7,bootstrap,augment,False,1.0,1.0,1.0,0.003317500801268423
wine,17,202,mlp,11,bootstrap,augment,False,1.0,1.0,1.0,0.007701290417152869
wine,17,202,logistic,,bootstrap,augment,False,1.0,1.0,1.0,0.04816075528315017
wine,17,202,mlp,7,smote,synthetic_only,False,1.0,1.0,1.0,0.0028726333009646363
wine,17,202,mlp,11,smote,synthetic_only,False,1.0,1.0,1.0,0.007382380398240944
wine,17,202,logistic,,smote,synthetic_only,False,1.0,1.0,1.0,0.046702976944506175
wine,17,202,mlp,7,smote,augment,False,1.0,1.0,1.0,0.0024869562313185093
wine,17,202,mlp,11,smote,augment,False,1.0,1.0,1.0,0.008396219539405796
wine,17,202,logistic,,smote,augment,False,1.0,1.0,1.0,0.04810087492667008
wine,17,202,mlp,7,copula,synthetic_only,True,1.0,1.0,1.0,0.0014298732709808676
wine,17,202,mlp,11,copula,synthetic_only,True,1.0,1.0,1.0,0.0027158806474154745
wine,17,202,logistic,,copula,synthetic_only,True,1.0,1.0,1.0,0.050223692421467604
wine,17,202,mlp,7,copula,augment,False,1.0,1.0,1.0,0.0033990508538015796
wine,17,202,mlp,11,copula,augment,False,1.0,1.0,1.0,0.010480669181582468
wine,17,202,logistic,,copula,augment,False,1.0,1.0,1.0,0.04332411056714767
wine,17,202,mlp,7,ctgan,synthetic_only,False,0.8648148148148147,0.8666666666666667,0.8737788513150831,0.37947723970492253
wine,17,202,mlp,11,ctgan,synthetic_only,False,0.8648148148148147,0.8666666666666667,0.8737788513150831,0.31974826774045323
wine,17,202,logistic,,ctgan,synthetic_only,False,0.8444444444444444,0.8444444444444444,0.8442871587462083,0.39419427404015017
wine,17,202,mlp,7,ctgan,augment,False,1.0,1.0,1.0,0.046451885295869015
wine,17,202,mlp,11,ctgan,augment,False,1.0,1.0,1.0,0.04511045062777687
wine,17,202,logistic,,ctgan,augment,False,1.0,1.0,1.0,0.1390136756541716
wine,17,202,mlp,7,tvae,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.11968856787237693
wine,17,202,mlp,11,tvae,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.17807579566911483
wine,17,202,logistic,,tvae,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.9393939393939394,0.1415976264162509
wine,17,202,mlp,7,tvae,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.055132864950521616
wine,17,202,mlp,11,tvae,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11248661329351596
wine,17,202,logistic,,tvae,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.0858385585608699
wine,17,202,mlp,7,ddpm,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.03203102584082982
wine,17,202,mlp,11,ddpm,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.06333037518419152
wine,17,202,logistic,,ddpm,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.0734759486216554
wine,17,202,mlp,7,ddpm,augment,False,1.0,1.0,1.0,0.015047734294513
wine,17,202,mlp,11,ddpm,augment,False,1.0,1.0,1.0,0.021602489968920568
wine,17,202,logistic,,ddpm,augment,False,1.0,1.0,1.0,0.05419124126305128
wine,17,202,mlp,7,ctgan_unpacked,synthetic_only,False,0.9222222222222222,0.9111111111111111,0.9191176470588235,0.28530068880952736
wine,17,202,mlp,11,ctgan_unpacked,synthetic_only,False,0.9222222222222222,0.9111111111111111,0.9191176470588235,0.29661300931205
wine,17,202,logistic,,ctgan_unpacked,synthetic_only,False,0.9407407407407407,0.9333333333333333,0.9391705069124424,0.1366373141852143
wine,17,202,mlp,7,ctgan_unpacked,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.07477890231066664
wine,17,202,mlp,11,ctgan_unpacked,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.04119955152470759
wine,17,202,logistic,,ctgan_unpacked,augment,False,1.0,1.0,1.0,0.05859574176487385
wine,17,202,mlp,7,ctgan_one_mode,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.935530303030303,0.23457651283591593
wine,17,202,mlp,11,ctgan_one_mode,synthetic_only,False,0.9259259259259259,0.9111111111111111,0.9146969696969697,0.38182232089988266
wine,17,202,logistic,,ctgan_one_mode,synthetic_only,False,0.9259259259259259,0.9111111111111111,0.9146969696969697,0.19298405587344472
wine,17,202,mlp,7,ctgan_one_mode,augment,False,1.0,1.0,1.0,0.023824853927574868
wine,17,202,mlp,11,ctgan_one_mode,augment,False,1.0,1.0,1.0,0.03862672652832118
wine,17,202,logistic,,ctgan_one_mode,augment,False,1.0,1.0,1.0,0.08907755130821743
wine,17,202,mlp,7,ddpm_unconditional,synthetic_only,False,0.38703703703703707,0.4222222222222222,0.3690455161043396,1.4583975537669545
wine,17,202,mlp,11,ddpm_unconditional,synthetic_only,False,0.44999999999999996,0.4888888888888889,0.423015873015873,1.5695298187056426
wine,17,202,logistic,,ddpm_unconditional,synthetic_only,False,0.4481481481481482,0.4888888888888889,0.40108401084010836,1.1049140686042567
wine,17,202,mlp,7,ddpm_unconditional,augment,False,0.9407407407407407,0.9333333333333333,0.9391705069124424,0.32452713921231685
wine,17,202,mlp,11,ddpm_unconditional,augment,False,0.912962962962963,0.9111111111111111,0.9152691511387164,0.40907502406481766
wine,17,202,logistic,,ddpm_unconditional,augment,False,0.9814814814814815,0.9777777777777777,0.9771428571428572,0.3967944992008525
wine,17,202,mlp,7,ddpm_standardized,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.017996372953144955
wine,17,202,mlp,11,ddpm_standardized,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.024347702448949755
wine,17,202,logistic,,ddpm_standardized,synthetic_only,False,1.0,1.0,1.0,0.04874259292298883
wine,17,202,mlp,7,ddpm_standardized,augment,False,1.0,1.0,1.0,0.00736709181927107
wine,17,202,mlp,11,ddpm_standardized,augment,False,1.0,1.0,1.0,0.01768312412123261
wine,17,202,logistic,,ddpm_standardized,augment,False,1.0,1.0,1.0,0.04729800364866842
wine,17,202,mlp,7,mixture_uniform,synthetic_only,False,1.0,1.0,1.0,0.028546122098113837
wine,17,202,mlp,11,mixture_uniform,synthetic_only,False,1.0,1.0,1.0,0.04012765713496577
wine,17,202,logistic,,mixture_uniform,synthetic_only,False,1.0,1.0,1.0,0.09865415618276537
wine,17,202,mlp,7,mixture_uniform,augment,False,1.0,1.0,1.0,0.013044677388076928
wine,17,202,mlp,11,mixture_uniform,augment,False,1.0,1.0,1.0,0.016338679772581285
wine,17,202,logistic,,mixture_uniform,augment,False,1.0,1.0,1.0,0.07275480373316098
wine,17,202,mlp,7,mixture_utility,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.935530303030303,0.12314798021460124
wine,17,202,mlp,11,mixture_utility,synthetic_only,False,0.9222222222222222,0.9111111111111111,0.9191176470588235,0.22508367677062305
wine,17,202,logistic,,mixture_utility,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.1347191156298688
wine,17,202,mlp,7,mixture_utility,augment,False,1.0,1.0,1.0,0.05075178470967609
wine,17,202,mlp,11,mixture_utility,augment,False,0.9592592592592593,0.9555555555555556,0.9592592592592593,0.07218490294290701
wine,17,202,logistic,,mixture_utility,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.09745625132191868
wine,17,202,mlp,7,mixture_support,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.04098295797227612
wine,17,202,mlp,11,mixture_support,synthetic_only,False,1.0,1.0,1.0,0.01715658639991933
wine,17,202,logistic,,mixture_support,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.06033608212919794
wine,17,202,mlp,7,mixture_support,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.04393800307202902
wine,17,202,mlp,11,mixture_support,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.0373920802993111
wine,17,202,logistic,,mixture_support,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.05559488038303593
wine,17,202,mlp,7,mixture_utility_support,synthetic_only,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.05424888569527038
wine,17,202,mlp,11,mixture_utility_support,synthetic_only,False,0.9500000000000001,0.9555555555555556,0.9564691338541257,0.06059747047339735
wine,17,202,logistic,,mixture_utility_support,synthetic_only,False,1.0,1.0,1.0,0.0827521110048796
wine,17,202,mlp,7,mixture_utility_support,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.04854888040532056
wine,17,202,mlp,11,mixture_utility_support,augment,False,0.9777777777777779,0.9777777777777777,0.9794967381174278,0.05128346441646136
wine,17,202,logistic,,mixture_utility_support,augment,False,1.0,1.0,1.0,0.06257932183993199
wine,29,101,mlp,7,real_only,real_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.08996914328516756
wine,29,101,mlp,11,real_only,real_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.17309270947051972
wine,29,101,logistic,,real_only,real_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.12159214510961146
wine,29,101,mlp,7,bootstrap,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.08837898134682498
wine,29,101,mlp,11,bootstrap,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1655641434154102
wine,29,101,logistic,,bootstrap,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11861388858246268
wine,29,101,mlp,7,bootstrap,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.08748007196948178
wine,29,101,mlp,11,bootstrap,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1646728152675391
wine,29,101,logistic,,bootstrap,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11995520871188986
wine,29,101,mlp,7,smote,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.0705607099925613
wine,29,101,mlp,11,smote,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.14709498006617816
wine,29,101,logistic,,smote,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1290721888972269
wine,29,101,mlp,7,smote,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.10878943435985963
wine,29,101,mlp,11,smote,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.15297276984550356
wine,29,101,logistic,,smote,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1226206789853252
wine,29,101,mlp,7,copula,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.13176070462954798
wine,29,101,mlp,11,copula,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1560682210876345
wine,29,101,logistic,,copula,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1176047869821894
wine,29,101,mlp,7,copula,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.12867399412913555
wine,29,101,mlp,11,copula,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.15997948389114883
wine,29,101,logistic,,copula,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11018847763491163
wine,29,101,mlp,7,ctgan,synthetic_only,False,0.9074074074074074,0.8888888888888888,0.8936875395319418,0.585560646251142
wine,29,101,mlp,11,ctgan,synthetic_only,False,0.9074074074074074,0.8888888888888888,0.8986175115207372,0.6194524822462567
wine,29,101,logistic,,ctgan,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.2697765049476215
wine,29,101,mlp,7,ctgan,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.29118823654192527
wine,29,101,mlp,11,ctgan,augment,False,0.9444444444444445,0.9333333333333333,0.9393939393939394,0.3353907321520274
wine,29,101,logistic,,ctgan,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.1943890513711691
wine,29,101,mlp,7,tvae,synthetic_only,False,0.9037037037037038,0.8888888888888888,0.8915958593377948,0.2844459093060618
wine,29,101,mlp,11,tvae,synthetic_only,False,0.9222222222222222,0.9111111111111111,0.9129210658622423,0.3546026829762826
wine,29,101,logistic,,tvae,synthetic_only,False,0.9444444444444445,0.9333333333333333,0.9333032558839012,0.17302323544411977
wine,29,101,mlp,7,tvae,augment,False,0.9629629629629629,0.9555555555555556,0.9563061353573689,0.09530232621342019
wine,29,101,mlp,11,tvae,augment,False,0.9222222222222222,0.9111111111111111,0.9129210658622423,0.20271557755295333
wine,29,101,logistic,,tvae,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.12794110114883345
wine,29,101,mlp,7,ddpm,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9563061353573689,0.13946522380446885
wine,29,101,mlp,11,ddpm,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.18776822853776307
wine,29,101,logistic,,ddpm,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.10874750395654635
wine,29,101,mlp,7,ddpm,augment,False,0.9629629629629629,0.9555555555555556,0.9563061353573689,0.14194432605843782
wine,29,101,mlp,11,ddpm,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.19177410709647735
wine,29,101,logistic,,ddpm,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11402506583597548
wine,29,101,mlp,7,ctgan_unpacked,synthetic_only,True,1.0,1.0,1.0,0.020347896545321098
wine,29,101,mlp,11,ctgan_unpacked,synthetic_only,True,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.04242544743680888
wine,29,101,logistic,,ctgan_unpacked,synthetic_only,True,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1172472530666275
wine,29,101,mlp,7,ctgan_unpacked,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.04761846909600657
wine,29,101,mlp,11,ctgan_unpacked,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.14969071293869607
wine,29,101,logistic,,ctgan_unpacked,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.10190548724167095
wine,29,101,mlp,7,ctgan_one_mode,synthetic_only,False,0.937037037037037,0.9333333333333333,0.9358301158301159,0.2863337400280447
wine,29,101,mlp,11,ctgan_one_mode,synthetic_only,False,0.8814814814814814,0.8888888888888888,0.8855472013366751,0.3634832975874659
wine,29,101,logistic,,ctgan_one_mode,synthetic_only,False,0.9148148148148149,0.9111111111111111,0.9172932330827068,0.2049526334742025
wine,29,101,mlp,7,ctgan_one_mode,augment,False,0.9592592592592593,0.9555555555555556,0.9592592592592593,0.15804969157664533
wine,29,101,mlp,11,ctgan_one_mode,augment,False,0.9185185185185185,0.9111111111111111,0.9113047871668561,0.2189876524447246
wine,29,101,logistic,,ctgan_one_mode,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.16934613241018517
wine,29,101,mlp,7,ddpm_unconditional,synthetic_only,False,0.5370370370370371,0.5111111111111111,0.5125611325611326,1.1121366713270895
wine,29,101,mlp,11,ddpm_unconditional,synthetic_only,False,0.4851851851851852,0.4888888888888889,0.49494704503193465,1.181453376377717
wine,29,101,logistic,,ddpm_unconditional,synthetic_only,False,0.3055555555555555,0.3333333333333333,0.2552380952380952,1.0605150338896399
wine,29,101,mlp,7,ddpm_unconditional,augment,False,0.9314814814814815,0.9333333333333333,0.9362579971275625,0.331925808198733
wine,29,101,mlp,11,ddpm_unconditional,augment,False,0.9444444444444445,0.9555555555555556,0.9521531100478469,0.2903153933256902
wine,29,101,logistic,,ddpm_unconditional,augment,False,0.9314814814814815,0.9333333333333333,0.9337009423216319,0.4609608847941905
wine,29,101,mlp,7,ddpm_standardized,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9563061353573689,0.14660896648317867
wine,29,101,mlp,11,ddpm_standardized,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.18058354829333262
wine,29,101,logistic,,ddpm_standardized,synthetic_only,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.1328978890572104
wine,29,101,mlp,7,ddpm_standardized,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.11600257040019377
wine,29,101,mlp,11,ddpm_standardized,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.16362931952681947
wine,29,101,logistic,,ddpm_standardized,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.12471985042074687
wine,29,101,mlp,7,mixture_uniform,synthetic_only,False,0.9407407407407407,0.9333333333333333,0.9348007590132826,0.33985529956244465
wine,29,101,mlp,11,mixture_uniform,synthetic_only,False,0.9222222222222222,0.9111111111111111,0.9151929158760278,0.27775486059940646
wine,29,101,logistic,,mixture_uniform,synthetic_only,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.17637789876116922
wine,29,101,mlp,7,mixture_uniform,augment,False,0.9629629629629629,0.9555555555555556,0.9595588235294118,0.22286850583765655
wine,29,101,mlp,11,mixture_uniform,augment,False,0.9222222222222222,0.9111111111111111,0.9151929158760278,0.23209966063838874
wine,29,101,logistic,,mixture_uniform,augment,False,0.9814814814814815,0.9777777777777777,0.9797235023041475,0.15134454410379378
wine,29,101,mlp,7,mixture_utility,synthetic_only,False,0.9037037037037038,0.8888888888888888,0.8944949494949496,0.36523794559200806
